locus_tag,gene,producto,inicio,fin,longitud_nt,longitud_aa,strand,protein_id
b3479,nikD,Ni(2(+)) ABC transporter ATP binding subunit NikD,3617014,3617779,765,255,+,AAC76504.1
b3480,nikE,Ni(2(+)) ABC transporter ATP binding subunit NikE,3617775,3618582,807,269,+,AAC76505.1
b3481,nikR,DNA-binding transcriptional repressor NikR,3618587,3618989,402,134,+,AAC76506.1
b3482,rhsB,rhs element protein RhsB,3619191,3623427,4236,1412,+,AAT48186.1
b3483,yhhH,PF15631 family protein YhhH,3623398,3623782,384,128,+,AAC76508.2
b3484,yhhI,putative transposase,3624377,3625514,1137,379,+,AAC76509.1
b3485,yhhJ,ABC transporter family protein YhhJ,3625678,3626803,1125,375,-,AAC76510.4
b3486,rbbA,ribosome-associated ATPase,3626802,3629538,2736,912,-,AAT48187.1
b3487,yhiI,putative membrane fusion protein YhiI,3629534,3630602,1068,356,-,AAC76512.1
b4790,yhiY,protein YhiY,3630664,3630778,114,38,-,QNV50543.1
b3488,yhiJ,DUF4049 domain-containing protein YhiJ,3630967,3632590,1623,541,-,AAC76513.1
b3491,yhiM,inner membrane protein YhiM,3634840,3635893,1053,351,+,AAC76516.4
b3492,yhiN,putative oxidoreductase YhiN,3636207,3637410,1203,401,-,AAC76517.1
b3493,pitA,metal phosphate:H(+) symporter PitA,3637641,3639141,1500,500,+,AAC76518.1
b3494,uspB,universal stress protein B,3639384,3639720,336,112,-,AAC76519.1
b3495,uspA,universal stress protein A,3640110,3640545,435,145,+,AAC76520.1
b4791,yriA,protein YriA,3640611,3640686,75,25,-,QNV50544.1
b4792,yriB,protein YriB,3640642,3640696,54,18,-,QNV50545.1
b3496,dtpB,dipeptide/tripeptide:H(+) symporter DtpB,3640861,3642331,1470,490,+,AAC76521.1
b3497,rsmJ,16S rRNA m(2)G1516 methyltransferase,3642379,3643132,753,251,-,AAC76522.1
b3498,prlC,oligopeptidase A,3643139,3645182,2043,681,-,AAC76523.1
b3499,rlmJ,23S rRNA m(6)A2030 methyltransferase,3645384,3646227,843,281,+,AAC76524.1
b3500,gor,glutathione reductase (NADPH),3646298,3647651,1353,451,+,AAC76525.1
b4613,dinQ,membrane toxin DinQ,3647704,3647788,84,28,-,ABP93453.2
b3501,arsR,DNA-binding transcriptional repressor ArsR,3648527,3648881,354,118,+,AAC76526.1
b3502,arsB,arsenite/antimonite:H(+) antiporter,3648934,3650224,1290,430,+,AAC76527.2
b3503,arsC,arsenate reductase,3650236,3650662,426,142,+,AAC76528.1
b3504,yhiS,putative uncharacterized protein YhiS,3651290,3653713,2423,807,+,NA
b3505,insH11,IS5 transposase and trans-activator,3652181,3653162,981,327,-,AAC76250.2
b3506,slp,starvation lipoprotein,3653960,3654527,567,189,+,AAC76531.2
b3507,dctR,putative DNA-binding transcriptional regulator DctR,3654682,3655213,531,177,+,AAC76532.1
b3508,yhiD,inner membrane protein YhiD,3655254,3655902,648,216,-,AAC76533.1
b3509,hdeB,periplasmic acid stress chaperone HdeB,3655965,3656292,327,109,-,AAC76534.2
b3510,hdeA,periplasmic acid stress chaperone HdeA,3656407,3656740,333,111,-,AAC76535.1
b3511,hdeD,acid-resistance membrane protein,3656994,3657567,573,191,+,AAC76536.1
b3512,gadE,DNA-binding transcriptional activator GadE,3658365,3658893,528,176,+,AAC76537.1
b3513,mdtE,multidrug efflux pump membrane fusion protein MdtE,3659231,3660389,1158,386,+,AAC76538.1
b3514,mdtF,multidrug efflux pump RND permease MdtF,3660413,3663527,3114,1038,+,AAC76539.1
b3515,gadW,DNA-binding transcriptional dual regulator GadW,3663889,3664618,729,243,-,AAC76540.1
b3516,gadX,DNA-binding transcriptional dual regulator GadX,3664985,3665810,825,275,-,AAC76541.1
b3517,gadA,glutamate decarboxylase A,3666179,3667580,1401,467,-,AAC76542.1
b3518,ccp,cytochrome c peroxidase,3667790,3669188,1398,466,-,AAC76543.1
b3519,treF,cytoplasmic trehalase,3669591,3671241,1650,550,+,AAC76544.1
b3520,yhjB,putative DNA-binding transcriptional regulator YhjB,3671291,3671894,603,201,-,AAC76545.1
b3521,rcdB,putative DNA-binding transcriptional regulator YhjC,3672413,3673313,900,300,+,AAC76546.2
b3522,yhjD,putative transporter YhjD,3673361,3674375,1014,338,+,AAC76547.1
b3523,yhjE,putative transporter YhjE,3674785,3676108,1323,441,+,AAC76548.1
b3524,yhjG,AsmA family protein YhjG,3676289,3678350,2061,687,-,AAC76549.2
b3525,pdeH,cyclic di-GMP phosphodiesterase PdeH,3678419,3679187,768,256,-,AAC76550.2
b3526,kdgK,2-dehydro-3-deoxygluconokinase,3679418,3680348,930,310,+,AAC76551.2
b3527,yhjJ,peptidase M16 family protein YhjJ,3680443,3681940,1497,499,-,AAC76552.1
b3528,dctA,C4 dicarboxylate/orotate:H(+) symporter,3682160,3683447,1287,429,-,AAC76553.1
b3529,pdeK,c-di-GMP phosphodiesterase PdeK,3683629,3685618,1989,663,-,AAC76554.4
b3530,bcsC,cellulose synthase outer membrane channel,3685699,3689173,3474,1158,-,AAT48188.4
b3531,bcsZ,"endo-1,4-D-glucanase",3689154,3690261,1107,369,-,AAC76556.1
b3532,bcsB,cellulose synthase periplasmic subunit,3690267,3692607,2340,780,-,AAC76557.1
b3533,bcsA,cellulose synthase catalytic subunit,3692617,3695236,2619,873,-,AAC76558.2
b3535,yhjR,PF10945 family protein YhjR,3695996,3696185,189,63,-,AAC76560.1
b3536,bcsE,c-di-GMP-binding protein BcsE,3696457,3698029,1572,524,+,AAC76561.1
b3537,bcsF,putative cellulose biosynthesis protein BcsF,3698025,3698217,192,64,+,AAC76562.2
b3538,bcsG,cellulose phosphoethanolamine transferase,3698213,3699893,1680,560,+,AAC76563.1
b4453,ldrD,small toxic polypeptide LdrD,3699979,3700087,108,36,-,AAT48189.1
b3539,yhjV,putative transporter YhjV,3700562,3701834,1272,424,+,AAC76564.1
b3540,dppF,dipeptide ABC transporter ATP binding subunit DppF,3701863,3702868,1005,335,-,AAC76565.1
b3541,dppD,dipeptide ABC transporter ATP binding subunit DppD,3702864,3703848,984,328,-,AAC76566.1
b3542,dppC,dipeptide ABC transporter membrane subunit DppC,3703858,3704761,903,301,-,AAC76567.1
b3543,dppB,dipeptide ABC transporter membrane subunit DppB,3704770,3705790,1020,340,-,AAC76568.1
b3544,dppA,dipeptide ABC transporter periplasmic binding protein,3706097,3707705,1608,536,-,AAC76569.1
b3546,eptB,phosphoethanolamine transferase EptB,3708783,3710475,1692,564,-,AAC76570.2
b3547,yhjX,putative transporter YhjX,3710798,3712007,1209,403,-,AAC76571.1
b3548,yhjY,putative outer membrane protein YhjY,3712235,3712934,699,233,-,AAC76572.2
b3549,tag,"3-methyl-adenine DNA glycosylase I, constitutive",3713091,3713655,564,188,+,AAC76573.1
b3550,yiaC,peptidyl-lysine N-acetyltransferase YiaC,3713651,3714092,441,147,+,AAC76574.1
b3551,bisC,biotin sulfoxide reductase,3714060,3716394,2334,778,-,AAC76575.3
b3552,yiaD,PF13488 family lipoprotein YiaD,3716546,3717206,660,220,+,AAT48190.1
b3553,ghrB,glyoxylate reductase,3717309,3718284,975,325,+,AAC76577.2
b3554,yiaF,DUF3053 domain-containing protein YiaF,3718333,3719044,711,237,-,AAC76578.2
b3555,yiaG,putative DNA-binding transcriptional regulator YiaG,3719477,3719768,291,97,+,AAC76579.1
b3556,cspA,cold shock protein CspA,3720048,3720261,213,71,+,AAC76580.1
b4793,ysaE,protein YsaE,3720399,3720471,72,24,+,QNV50546.1
b4455,hokA,small toxic polypeptide,3720447,3720600,153,51,-,AAT48191.1
b3557,insJ,insertion element IS150 protein InsA,3720679,3721201,522,174,+,AAC76581.1
b3558,insK,IS150 conserved protein InsB,3721197,3722049,852,284,+,AAC76582.1
b3559,glyS,glycine--tRNA ligase,3722327,3724397,2070,690,-,AAC76583.1
b3560,glyQ,glycine--tRNA ligase subunit alpha,3724406,3725318,912,304,-,AAC76584.1
b4553,ysaB,putative lipoprotein YsaB,3725412,3725712,300,100,-,ABD18703.1
b3561,wecH,O-acetyltransferase WecH,3725886,3726882,996,332,+,AAC76585.1
b3562,yiaA,PF05360 family inner membrane protein YiaA,3726923,3727361,438,146,-,AAC76586.2
b3563,yiaB,PF05360 family inner membrane protein YiaB,3727406,3727748,342,114,-,AAC76587.2
b3564,xylB,xylulokinase,3727916,3729371,1455,485,-,AAC76588.1
b3565,xylA,xylose isomerase,3729442,3730765,1323,441,-,AAC76589.1
b3566,xylF,xylose ABC transporter periplasmic binding protein,3731130,3732123,993,331,+,AAC76590.1
b3567,xylG,xylose ABC transporter ATP binding subunit,3732200,3733742,1542,514,+,AAC76591.1
b3568,xylH,xylose ABC transporter membrane subunit,3733719,3734901,1182,394,+,AAC76592.1
b3569,xylR,DNA-binding transcriptional dual regulator XylR,3734978,3736157,1179,393,+,AAC76593.1
b3570,bax,putative glycoside hydrolase Bax,3736352,3737177,825,275,-,AAT48192.1
b4794,baxL,putative translational regulatory protein BaxL,3737176,3737203,27,9,-,QNV50547.1
b3571,malS,alpha-amylase,3737496,3739527,2031,677,+,AAC76595.1
b3572,avtA,valine--pyruvate aminotransferase,3739704,3740958,1254,418,+,AAT48193.1
b3573,ysaA,putative electron transport protein YsaA,3741108,3741582,474,158,-,AAC76597.1
b3574,plaR,DNA-binding transcriptional repressor PlaR,3741683,3742532,849,283,-,AAC76598.1
b3575,yiaK,"2,3-diketo-L-gulonate reductase",3742732,3743731,999,333,+,AAC76599.1
b3576,yiaL,DUF386 domain-containing protein YiaL,3743742,3744210,468,156,+,AAC76600.1
b3577,yiaM,"2,3-diketo-L-gulonate:Na(+) symporter - membrane subunit",3744327,3744801,474,158,+,AAC76601.1
b3578,yiaN,"2,3-diketo-L-gulonate:Na(+) symporter - membrane subunit",3744803,3746081,1278,426,+,AAT48194.1
b3579,yiaO,"2,3-diketo-L-gulonate:Na(+) symporter - periplasmic binding protein",3746093,3747080,987,329,+,AAC76603.1
b3580,lyxK,L-xylulose kinase,3747083,3748580,1497,499,+,AAC76604.1
b3581,sgbH,3-keto-L-gulonate-6-phosphate decarboxylase SgbH,3748576,3749239,663,221,+,AAC76605.1
b3582,sgbU,putative L-xylulose 5-phosphate 3-epimerase,3749231,3750092,861,287,+,AAC76606.2
b3583,sgbE,L-ribulose-5-phosphate 4-epimerase SgbE,3750085,3750781,696,232,+,AAC76607.1
b3584,yiaT,outer membrane protein YiaT,3751127,3751868,741,247,-,AAC76608.1
b3585,yiaU,DNA-binding transcriptional activator YiaU,3751991,3752966,975,325,+,AAC76609.1
b3586,yiaV,putative membrane fusion protein YiaV,3752962,3754099,1137,379,-,AAC76610.1
b3587,yiaW,DUF3302 domain-containing protein YiaW,3754104,3754428,324,108,-,AAC76611.1
b3588,aldB,aldehyde dehydrogenase B,3754972,3756511,1539,513,-,AAC76612.2
b3589,yiaY,L-threonine dehydrogenase,3756675,3757827,1152,384,-,AAT48195.1
b3590,selB,selenocysteyl-tRNA-specific translation elongation factor,3758016,3759861,1845,615,-,AAC76614.1
b3591,selA,selenocysteine synthase,3759857,3761249,1392,464,-,AAC76615.1
b3592,yibF,glutathione transferase-like protein YibF,3761346,3761955,609,203,-,AAC76616.1
b3593,rhsA,rhs element protein RhsA,3762182,3766316,4134,1378,+,AAC76617.1
b3594,yibA,putative lyase containing HEAT-repeat,3766336,3767179,843,281,+,AAC76618.1
b3596,yibG,tetratricopeptide-like domain-containing protein YibG,3768176,3768638,462,154,+,AAC76620.1
b4615,yibV,PF15596 family protein YibV,3769344,3769680,336,112,+,AYC08249.1
b3597,yibH,inner membrane protein YibH,3770242,3771379,1137,379,-,AAC76621.1
b3598,yibI,DUF3302 domain-containing protein YibI,3771381,3771744,363,121,-,AAC76622.1
b3599,mtlA,mannitol-specific PTS enzyme IICBA component,3772280,3774194,1914,638,+,AAC76623.1
b3600,mtlD,mannitol-1-phosphate 5-dehydrogenase,3774423,3775572,1149,383,+,AAC76624.1
b3601,mtlR,transcriptional repressor MtlR,3775571,3776159,588,196,+,AAC76625.1
b4554,yibT,protein YibT,3776170,3776380,210,70,-,ABD18704.1
b3602,yibL,DUF2810 domain-containing protein YibL,3776664,3777027,363,121,+,AAC76626.1
b3603,lldP,lactate/glycolate:H(+) symporter LldP,3777398,3779054,1656,552,+,AAC76627.1
b3604,lldR,DNA-binding transcriptional dual regulator LldR,3779053,3779830,777,259,+,AAC76628.1
b3605,lldD,L-lactate dehydrogenase,3779826,3781017,1191,397,+,AAC76629.1
b3606,trmL,tRNA (cytidine/uridine-2'-O)-ribose methyltransferase,3781214,3781688,474,158,+,AAC76630.1
b3607,cysE,serine acetyltransferase,3781740,3782562,822,274,-,AAC76631.1
b3608,gpsA,glycerol-3-phosphate dehydrogenase,3782641,3783661,1020,340,-,AAC76632.1
b3609,secB,protein export chaperone SecB,3783660,3784128,468,156,-,AAC76633.1
b3610,grxC,reduced glutaredoxin 3,3784190,3784442,252,84,-,AAC76634.1
b3611,yibN,putative sulfurtransferase YibN,3784583,3785015,432,144,-,AAC76635.1
b3612,gpmM,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",3785259,3786804,1545,515,+,AAC76636.1
b3613,envC,murein hydrolase activator EnvC,3786837,3788097,1260,420,+,AAC76637.2
b3614,yibQ,divergent polysaccharide deacetylase domain-containing protein YibQ,3788100,3789060,960,320,+,AAC76638.2
b3615,waaH,UDP-glucuronate:LPS(HepIII) glycosyltransferase,3789046,3790081,1035,345,-,AAC76639.1
b3616,tdh,threonine dehydrogenase,3790319,3791345,1026,342,-,AAC76640.1
b3617,kbl,2-amino-3-ketobutyrate CoA ligase,3791354,3792551,1197,399,-,AAC76641.1
b3618,htrL,protein HtrL,3792825,3793683,858,286,-,AAC76642.2
b3619,rfaD,ADP-L-glycero-D-mannoheptose 6-epimerase,3793986,3794919,933,311,+,AAC76643.1
b3620,waaF,ADP-heptose--LPS heptosyltransferase 2,3794928,3795975,1047,349,+,AAC76644.1
b3621,waaC,ADP-heptose:LPS heptosyltransferase 1,3795978,3796938,960,320,+,AAC76645.1
b3622,waaL,O-antigen ligase,3796947,3798207,1260,420,+,AAC76646.1
b4795,yibX,protein YibX,3797771,3798014,243,81,-,QNV50549.1
b4795,yibX,protein YibX-S,3797771,3797846,75,25,-,QNV50548.1
b4796,yibY,protein YibY,3798038,3798149,111,37,-,QNV50550.1
b3623,waaU,putative ADP-heptose:LPS heptosyltransferase 4,3798238,3799312,1074,358,-,AAC76647.1
b3624,waaZ,lipopolysaccharide core biosynthesis protein WaaZ,3799344,3800196,852,284,-,AAC76648.1
b3625,waaY,lipopolysaccharide core heptose (II) kinase,3800266,3800965,699,233,-,AAC76649.1
b3626,waaJ,"UDP-glucose:(glucosyl)LPS alpha-1,2-glucosyltransferase",3800982,3801999,1017,339,-,AAC76650.1
b3627,waaO,"UDP-D-glucose:(glucosyl)LPS alpha-1,3-glucosyltransferase",3802038,3803058,1020,340,-,AAC76651.1
b3628,waaB,"UDP-D-galactose:(glucosyl)lipopolysaccharide-1, 6-D-galactosyltransferase",3803057,3804137,1080,360,-,AAC76652.2
b3629,waaS,lipopolysaccharide core biosynthesis protein WaaS,3804180,3805116,936,312,-,AAC76653.1
b3630,waaP,lipopolysaccharide core heptose (I) kinase,3805152,3805950,798,266,-,AAC76654.1
b3631,waaG,lipopolysaccharide glucosyltransferase I,3805942,3807067,1125,375,-,AAC76655.1
b3632,waaQ,lipopolysaccharide core heptosyltransferase 3,3807063,3808098,1035,345,-,AAC76656.1
b3633,waaA,KDO transferase,3808539,3809817,1278,426,+,AAC76657.1
b3634,coaD,pantetheine-phosphate adenylyltransferase,3809824,3810304,480,160,+,AAC76658.1
b3635,mutM,DNA-formamidopyrimidine glycosylase,3810342,3811152,810,270,-,AAC76659.1
b3636,rpmG,50S ribosomal subunit protein L33,3811249,3811417,168,56,-,AAC76660.1
b3637,rpmB,50S ribosomal subunit protein L28,3811437,3811674,237,79,-,AAC76661.1
b3638,yicR,RadC-like JAB domain-containing protein YicR,3811890,3812559,669,223,-,AAC76662.2
b3639,dfp,fused 4'-phosphopantothenoylcysteine decarboxylase and phosphopantothenoylcysteine synthetase,3812730,3813951,1221,407,+,AAC76663.2
b3640,dut,dUTP diphosphatase,3813928,3814387,459,153,+,AAC76664.2
b3641,slmA,nucleoid occlusion factor SlmA,3814493,3815090,597,199,+,AAC76665.2
b3642,pyrE,orotate phosphoribosyltransferase,3815126,3815768,642,214,-,AAC76666.1
b3643,rph,truncated RNase PH,3815862,3816549,687,229,-,AYC08250.1
b3644,yicC,putative RNase adaptor protein YicC,3816675,3817539,864,288,+,AAC76668.1
b3645,dinD,DNA damage-inducible protein D,3817759,3818584,825,275,+,AAC76669.2
b3646,yicG,PF03458 family inner membrane protein YicG,3818873,3819491,618,206,+,AAC76670.2
b3647,ligB,DNA ligase B,3819487,3821170,1683,561,-,AAC76671.2
b3648,gmk,guanylate kinase,3821427,3822051,624,208,+,AAC76672.1
b3649,rpoZ,RNA polymerase subunit omega,3822105,3822381,276,92,+,AAC76673.1
b3650,spoT,bifunctional (p)ppGpp synthase/hydrolase SpoT,3822399,3824508,2109,703,+,AAC76674.1
b3651,trmH,tRNA (Gm18) 2'-O-methyltransferase,3824514,3825204,690,230,+,AAC76675.1
b3652,recG,ATP-dependent DNA helicase RecG,3825209,3827291,2082,694,+,AAC76676.1
b3653,gltS,glutamate:sodium symporter,3827459,3828665,1206,402,-,AAC76677.1
b3654,xanP,xanthine:H(+) symporter XanP,3828944,3830336,1392,464,+,AAC76678.1
b3655,yicH,AsmA family protein YicH,3830456,3832166,1710,570,+,AAC76679.1
b3656,yicI,alpha-D-xyloside xylohydrolase,3832218,3834537,2319,773,-,AAC76680.1
b3657,yicJ,putative xyloside transporter YicJ,3834546,3835929,1383,461,-,AAC76681.2
b3659,setC,putative exporter SetC,3836952,3838137,1185,395,+,AAC76682.1
b3660,yicL,putative transporter YicL,3838247,3839171,924,308,+,AAC76683.1
b4797,yicU,protein YicU,3838641,3838701,60,20,-,QNV50551.1
b3661,nlpA,lipoprotein-28,3839174,3839993,819,273,-,AAC76684.1
b4555,yicS,uncharacterized protein YicS,3840214,3840508,294,98,+,ABD18705.1
b3662,nepI,purine ribonucleoside exporter,3840548,3841739,1191,397,-,AAC76685.2
b3663,yicN,DUF1198 domain-containing protein YicN,3841949,3842402,453,151,-,AAC76686.2
b3664,adeQ,adenine transporter,3842454,3843789,1335,445,-,AAC76687.2
b3665,adeD,adenine deaminase,3843963,3845730,1767,589,+,AAC76688.1
b3666,uhpT,hexose-6-phosphate:phosphate antiporter,3845775,3847167,1392,464,-,AAC76689.1
b3667,uhpC,inner membrane protein sensing glucose-6-phosphate,3847304,3848624,1320,440,-,AAC76690.2
b3668,uhpB,sensor histidine kinase UhpB,3848633,3850136,1503,501,-,AAC76691.2
b3669,uhpA,DNA-binding transcriptional activator UhpA,3850135,3850726,591,197,-,AAC76692.1
b3670,ilvN,acetohydroxy acid synthase I subunit IlvN,3850801,3851092,291,97,-,AAC76693.1
b3671,ilvB,acetohydroxy acid synthase I subunit IlvB,3851095,3852784,1689,563,-,AAC76694.1
b3672,ivbL,ilvBN operon leader peptide,3852889,3852988,99,33,-,AAC76695.1
b4618,tisB,membrane-depolarizing toxin TisB,3853552,3853642,90,30,+,ABP93456.1
b4798,ysdE,protein YsdE,3853765,3853840,75,25,-,QNV50552.1
b3673,emrD,multidrug efflux pump EmrD,3853921,3855106,1185,395,+,AAC76696.2
b3674,yidF,uncharacterized protein YidF,3855113,3855611,498,166,-,AAC76697.1
b3675,yidG,inner membrane protein YidG,3855607,3855970,363,121,-,AAC76698.1
b3676,yidH,DUF202 domain-containing inner membrane protein YidH,3855959,3856307,348,116,-,AAC76699.1
b3677,yidI,putative inner membrane protein YidI,3856414,3856864,450,150,+,AAC76700.1
b3678,yidJ,putative sulfatase/phosphatase YidJ,3856910,3858404,1494,498,-,AAC76701.1
b3679,yidK,putative transporter YidK,3858400,3860116,1716,572,-,AAC76702.1
b3680,yidL,putative DNA-binding transcriptional regulator YidL,3860282,3861176,894,298,+,AAC76703.2
b3682,glvB,putative PTS enzyme II component GlvB,3861986,3862472,486,162,-,AYC08252.1
b3683,glvC,putative PTS enzyme II component GlvC,3862496,3863603,1107,369,-,AYC08253.1
b3684,yidP,putative DNA-binding transcriptional regulator YidP,3863898,3864615,717,239,+,AAC76707.1
b3685,yidE,putative transport protein YidE,3864611,3866273,1662,554,-,AAC76708.2
b3686,ibpB,small heat shock protein IbpB,3866468,3866897,429,143,-,AAC76709.2
b3687,ibpA,small heat shock protein IbpA,3867008,3867422,414,138,-,AAC76710.1
b3688,yidQ,DUF1375 domain-containing putative lipoprotein YidQ,3867727,3868060,333,111,+,AAC76711.2
b3689,yidR,DUF3748 domain-containing galacturonate catabolism protein YidR,3868061,3869309,1248,416,-,AAC76712.3
b3690,cbrA,colicin M resistance protein,3869376,3870441,1065,355,+,AAC76713.2
b3691,dgoT,D-galactonate:H(+) symporter,3870437,3871730,1293,431,-,AAC76714.2
b4478,dgoD,D-galactonate dehydratase,3871849,3872998,1149,383,-,AAT48197.1
b4477,dgoA,2-dehydro-3-deoxy-6-phosphogalactonate aldolase,3872994,3873612,618,206,-,AAT48198.1
b3693,dgoK,2-dehydro-3-deoxygalactonokinase,3873595,3874474,879,293,-,AAC76716.1
b4479,dgoR,DNA-binding transcriptional regulator DgoR,3874470,3875160,690,230,-,AAT48199.1
b3696,yidX,putative lipoprotein YidX,3875437,3876094,657,219,+,AAT48200.1
b3697,yidA,sugar phosphatase YidA,3876139,3876952,813,271,-,AAC76720.1
b3698,yidB,DUF937 domain-containing protein YidB,3877066,3877465,399,133,-,AAC76721.2
b3699,gyrB,DNA gyrase subunit B,3877704,3880119,2415,805,-,AAT48201.1
b3700,recF,recombination mediator protein RecF,3880147,3881221,1074,358,-,AAC76723.1
b3701,dnaN,beta sliding clamp,3881220,3882321,1101,367,-,AAC76724.1
b3702,dnaA,chromosomal replication initiator protein DnaA,3882325,3883729,1404,468,-,AAC76725.1
b4757,ysdD,protein YsdD,3884025,3884106,81,27,+,AYC08254.1
b3703,rpmH,50S ribosomal subunit protein L34,3884335,3884476,141,47,+,AAC76726.1
b3704,rnpA,RNase P protein component,3884492,3884852,360,120,+,AAC76727.1
b4557,yidD,membrane protein insertion efficiency factor,3884815,3885073,258,86,+,ABD18707.1
b3705,yidC,membrane protein insertase YidC,3885075,3886722,1647,549,+,AAC76728.1
b3706,mnmE,5-carboxymethylaminomethyluridine-tRNA synthase GTPase subunit,3886827,3888192,1365,455,+,AAC76729.1
b3707,tnaC,tnaAB operon leader peptide,3888434,3888509,75,25,+,AAC76730.1
b3708,tnaA,tryptophanase,3888729,3890145,1416,472,+,AAC76731.2
b3709,tnaB,tryptophan:H(+) symporter TnaB,3890235,3891483,1248,416,+,AAC76732.1
b3710,mdtL,efflux pump MdtL,3891614,3892790,1176,392,+,AAC76733.1
b3711,yidZ,DNA-binding transcriptional dual regulator YidZ,3892764,3893724,960,320,+,AAC76734.1
b3712,yieE,putative phosphopantetheinyl transferase,3893880,3894630,750,250,+,AAC76735.2
b3713,yieF,quinone reductase,3894651,3895218,567,189,+,AAC76736.1
b3714,adeP,adenine:H(+) symporter,3895271,3896609,1338,446,-,AAC76737.1
b3715,yieH,6-phosphogluconate phosphatase,3896773,3897439,666,222,+,AAC76738.1
b3716,cbrB,putative inner membrane protein,3897505,3897973,468,156,+,AAC76739.1
b3717,cbrC,PF03691 family colicin E2 tolerance protein CbrC,3898021,3898609,588,196,+,AAC76740.1
b3718,yieK,putative glucosamine-6-phosphate deaminase YieK,3898670,3899393,723,241,-,AAT48202.1
b3719,yieL,putative hydrolase YieL,3899407,3900577,1170,390,-,AAC76742.3
b3720,bglH,cryptic carbohydrate-specific outer membrane porin,3900603,3902220,1617,539,-,AAC76743.1
b3721,bglB,cryptic 6-phospho-beta-glucosidase B,3902288,3903701,1413,471,-,AAC76744.1
b3722,bglF,cryptic beta-glucoside specific PTS enzyme II/BglG kinase/BglG phosphatase,3903719,3905597,1878,626,-,AAC76745.1
b3723,bglG,transcriptional antiterminator BglG,3905730,3906567,837,279,-,AAC76746.1
b3724,phoU,negative regulator of the pho regulon,3906852,3907578,726,242,-,AAC76747.1
b3725,pstB,phosphate ABC transporter ATP binding subunit,3907592,3908366,774,258,-,AAC76748.1
b3726,pstA,phosphate ABC transporter membrane subunit PstA,3908548,3909439,891,297,-,AAC76749.1
b3727,pstC,phosphate ABC transporter membrane subunit PstC,3909438,3910398,960,320,-,AAC76750.1
b3728,pstS,phosphate ABC transporter periplasmic binding protein,3910484,3911525,1041,347,-,AAC76751.1
b3729,glmS,L-glutamine--D-fructose-6-phosphate aminotransferase,3911838,3913668,1830,610,-,AAC76752.1
b3730,glmU,fused N-acetylglucosamine-1-phosphate uridyltransferase and glucosamine-1-phosphate acetyltransferase,3913829,3915200,1371,457,-,AAC76753.1
b3731,atpC,ATP synthase F1 complex subunit epsilon,3915552,3915972,420,140,-,AAC76754.1
b3732,atpD,ATP synthase F1 complex subunit beta,3915992,3917375,1383,461,-,AAC76755.1
b3733,atpG,ATP synthase F1 complex subunit gamma,3917401,3918265,864,288,-,AAC76756.1
b3734,atpA,ATP synthase F1 complex subunit alpha,3918315,3919857,1542,514,-,AAC76757.1
b3735,atpH,ATP synthase F1 complex subunit delta,3919869,3920403,534,178,-,AAC76758.1
b3736,atpF,ATP synthase Fo complex subunit b,3920417,3920888,471,157,-,AAC76759.1
b3737,atpE,ATP synthase Fo complex subunit c,3920949,3921189,240,80,-,AAC76760.1
b3738,atpB,ATP synthase Fo complex subunit a,3921235,3922051,816,272,-,AAC76761.1
b3739,atpI,ATP synthase accessory factor AtpI,3922059,3922440,381,127,-,AAC76762.2
b3740,rsmG,16S rRNA m(7)G527 methyltransferase,3923056,3923680,624,208,-,AAC76763.1
b3741,mnmG,5-carboxymethylaminomethyluridine-tRNA synthase subunit MnmG,3923743,3925633,1890,630,-,AAC76764.1
b3742,mioC,flavoprotein MioC,3926011,3926455,444,148,-,AAC76765.1
b3743,asnC,DNA-binding transcriptional dual regulator AsnC,3926544,3927003,459,153,-,AAC76766.1
b3744,asnA,asparagine synthetase A,3927154,3928147,993,331,+,AAC76767.1
b3745,viaA,protein ViaA,3928151,3929603,1452,484,-,AAT48203.1
b3746,ravA,regulatory ATPase RavA,3929596,3931093,1497,499,-,AAC76769.2
b3747,kup,K(+):H(+) symporter Kup,3931315,3933184,1869,623,+,AAT48204.1
b3748,rbsD,D-ribose pyranase,3933350,3933770,420,140,+,AAC76771.2
b3749,rbsA,ribose ABC transporter ATP binding subunit,3933777,3935283,1506,502,+,AAC76772.1
b3750,rbsC,ribose ABC transporter membrane subunit,3935287,3936253,966,322,+,AAC76773.1
b3751,rbsB,ribose ABC transporter periplasmic binding protein,3936277,3937168,891,297,+,AAC76774.1
b3752,rbsK,ribokinase,3937293,3938223,930,310,+,AAC76775.1
b3753,rbsR,DNA-binding transcriptional dual regulator RbsR,3938226,3939219,993,331,+,AAC76776.1
b3754,hsrA,putative transporter HsrA,3939184,3940612,1428,476,-,AAC76777.1
b3755,yieP,DNA-binding transcriptional dual regulator YieP,3940634,3941327,693,231,-,AAT48205.1
b4480,hdfR,DNA-binding transcriptional dual regulator HdfR,3947127,3947967,840,280,-,AAT48206.1
b3764,maoP,macrodomain Ori protein,3948085,3948424,339,113,+,AAC77485.1
b3765,yifB,putative magnesium chelatase YifB,3948448,3949969,1521,507,-,AAC77486.2
b3766,ilvL,ilvXGMEDA operon leader peptide,3950321,3950420,99,33,+,AAC77487.1
b4669,ilvX,uncharacterized protein IlvX,3950506,3950557,51,17,+,ACO60011.1
