tipo,inicio,fin,longitud,strand,producto,locus_tag,gc_content,protein_id
CDS,3575720,3577061,1341,-,low-affinity gluconate transporter,b4476,55.033557046979865,AAT48183.1
CDS,3577064,3577592,528,-,"D-gluconate kinase, thermostable",b3437,49.621212121212125,AAC76462.2
CDS,3577730,3578726,996,-,DNA-binding transcriptional repressor GntR,b3438,54.41767068273092,AAT48184.1
CDS,3578949,3579645,696,-,"quercetin 2,3-dioxygenase",b3439,52.29885057471264,AAC76464.1
CDS,3579767,3580805,1038,-,putative oxidoreductase YhhX,b3440,50.77071290944123,AAC76465.1
CDS,3581137,3581626,489,+,N-acetyltransferase YhhY,b3441,51.738241308793455,AAC76466.1
CDS,3581862,3583041,1179,+,putative endonuclease YhhZ,b3442,34.01187446988973,AAC76467.1
CDS,3583037,3584309,1272,+,putative uncharacterized protein YrhA,b3443,28.484848484848484,NA
CDS,3583482,3583758,276,+,IS1 protein InsA,b3444,52.89855072463768,AAC76469.1
CDS,3583676,3584180,504,+,IS1 protein InsB,b3445,54.563492063492056,AAC76470.1
CDS,3584403,3584559,156,+,uncharacterized protein YrhD,b4612,32.69230769230769,AYC08248.1
CDS,3584758,3585043,285,+,putative heat shock chaperone,b3446,45.614035087719294,AAC76471.1
CDS,3585080,3586823,1743,-,glutathione hydrolase proenzyme,b3447,55.020080321285135,AAC76472.1
CDS,3586942,3587383,441,+,DUF2756 domain-containing protein YhhA,b3448,51.47392290249433,AAC76473.1
CDS,3587369,3588113,744,-,glycerophosphodiester phosphodiesterase UgpQ,b3449,56.451612903225815,AAC76474.1
CDS,3588109,3589180,1071,-,sn-glycerol 3-phosphate ABC transporter ATP binding subunit,b3450,57.70308123249299,AAC76475.2
CDS,3589181,3590027,846,-,sn-glycerol 3-phosphate ABC transporter membrane subunit UgpE,b3451,54.37352245862884,AAC76476.1
CDS,3590023,3590911,888,-,sn-glycerol 3-phosphate ABC transporter membrane subunit UgpA,b3452,55.85585585585585,AAC76477.1
CDS,3591008,3592325,1317,-,sn-glycerol 3-phosphate ABC transporter periplasmic binding protein,b3453,53.68261199696279,AAC76478.1
CDS,3592723,3593437,714,-,branched chain amino acid/phenylalanine ABC transporter ATP binding subunit LivF,b3454,56.72268907563025,AAC76479.2
CDS,3593438,3594206,768,-,branched chain amino acid/phenylalanine ABC transporter ATP binding subunit LivG,b3455,55.208333333333336,AAC76480.1
CDS,3594202,3595480,1278,-,branched chain amino acid/phenylalanine ABC transporter membrane subunit LivM,b3456,56.57276995305164,AAC76481.1
CDS,3595476,3596403,927,-,branched chain amino acid/phenylalanine ABC transporter membrane subunit LivH,b3457,56.20280474649406,AAC76482.1
CDS,3596450,3597560,1110,-,L-leucine/L-phenylalanine ABC transporter periplasmic binding protein,b3458,54.14414414414415,AAC76483.1
CDS,3597983,3598367,384,+,PanD maturation factor,b3459,56.510416666666664,AAC76484.1
CDS,3598554,3599658,1104,-,branched chain amino acid/phenylalanine ABC transporter periplasmic binding protein,b3460,54.43840579710145,AAT48185.1
CDS,3599928,3600783,855,-,RNA polymerase sigma factor RpoH,b3461,54.15204678362573,AAC76486.1
CDS,3601027,3602086,1059,-,cell division protein FtsX,b3462,53.06893295561851,AAC76487.1
CDS,3602078,3602747,669,-,cell division protein FtsE,b3463,56.35276532137519,AAC76488.1
CDS,3602749,3604243,1494,-,signal recognition particle receptor,b3464,53.4805890227577,AAC76489.1
CDS,3604392,3604989,597,+,16S rRNA m(2)G966 methyltransferase,b3465,53.936348408710224,AAC76490.1
CDS,3604978,3605248,270,+,DUF1145 domain-containing protein YhhL,b3466,45.55555555555556,AAC76491.1
CDS,3605250,3605610,360,-,DUF2500 domain-containing protein YhhM,b3467,51.11111111111111,AAC76492.1
CDS,3605750,3606377,627,+,PF07947 family protein YhhN,b3468,56.61881977671451,AAC76493.1
CDS,3606450,3608649,2199,+,Zn(2(+))/Cd(2(+))/Pb(2(+)) exporting P-type ATPase,b3469,58.2537517053206,AAC76494.1
CDS,3608750,3608996,246,-,sulfur transfer protein TusA,b3470,53.65853658536586,AAC76495.1
CDS,3609216,3609882,666,+,queuosine precursor transporter,b3471,50.750750750750754,AAC76496.1
CDS,3609954,3610512,558,+,periplasmic bacteriophage sensitivity protein DcrB,b3472,52.1505376344086,AAC76497.2
CDS,3610515,3611733,1218,-,putative transporter YhhS,b3473,56.73234811165846,AAC76498.2
CDS,3611864,3612914,1050,+,putative transporter YhhT,b3474,51.42857142857142,AAC76499.2
CDS,3612968,3613556,588,+,holo-[acyl carrier protein] synthase 2,b3475,56.4625850340136,AAC76500.1
CDS,3613666,3615241,1575,+,Ni(2(+)) ABC transporter periplasmic binding protein,b3476,53.333333333333336,AAC76501.1
CDS,3615240,3616185,945,+,Ni(2(+)) ABC transporter membrane subunit NikB,b3477,58.41269841269842,AAC76502.1
CDS,3616181,3617015,834,+,Ni(2(+)) ABC transporter membrane subunit NikC,b3478,60.91127098321343,AAC76503.1
CDS,3617014,3617779,765,+,Ni(2(+)) ABC transporter ATP binding subunit NikD,b3479,59.21568627450981,AAC76504.1
CDS,3617775,3618582,807,+,Ni(2(+)) ABC transporter ATP binding subunit NikE,b3480,56.25774473358116,AAC76505.1
CDS,3618587,3618989,402,+,DNA-binding transcriptional repressor NikR,b3481,57.2139303482587,AAC76506.1
CDS,3619191,3623427,4236,+,rhs element protein RhsB,b3482,58.805476864966955,AAT48186.1
CDS,3623398,3623782,384,+,PF15631 family protein YhhH,b3483,33.33333333333333,AAC76508.2
CDS,3624377,3625514,1137,+,putative transposase,b3484,41.512752858399296,AAC76509.1
CDS,3625678,3626803,1125,-,ABC transporter family protein YhhJ,b3485,54.666666666666664,AAC76510.4
CDS,3626802,3629538,2736,-,ribosome-associated ATPase,b3486,56.72514619883041,AAT48187.1
CDS,3629534,3630602,1068,-,putative membrane fusion protein YhiI,b3487,58.239700374531836,AAC76512.1
CDS,3630664,3630778,114,-,protein YhiY,b4790,50.877192982456144,QNV50543.1
CDS,3630967,3632590,1623,-,DUF4049 domain-containing protein YhiJ,b3488,37.46149106592729,AAC76513.1
CDS,3634840,3635893,1053,+,inner membrane protein YhiM,b3491,47.10351377018044,AAC76516.4
CDS,3636207,3637410,1203,-,putative oxidoreductase YhiN,b3492,55.11221945137157,AAC76517.1
CDS,3637641,3639141,1500,+,metal phosphate:H(+) symporter PitA,b3493,54.06666666666666,AAC76518.1
CDS,3639384,3639720,336,-,universal stress protein B,b3494,47.023809523809526,AAC76519.1
CDS,3640110,3640545,435,+,universal stress protein A,b3495,49.195402298850574,AAC76520.1
CDS,3640611,3640686,75,-,protein YriA,b4791,46.666666666666664,QNV50544.1
CDS,3640642,3640696,54,-,protein YriB,b4792,44.44444444444444,QNV50545.1
CDS,3640861,3642331,1470,+,dipeptide/tripeptide:H(+) symporter DtpB,b3496,51.83673469387755,AAC76521.1
CDS,3642379,3643132,753,-,16S rRNA m(2)G1516 methyltransferase,b3497,58.16733067729084,AAC76522.1
CDS,3643139,3645182,2043,-,oligopeptidase A,b3498,54.723445912873224,AAC76523.1
CDS,3645384,3646227,843,+,23S rRNA m(6)A2030 methyltransferase,b3499,54.44839857651246,AAC76524.1
CDS,3646298,3647651,1353,+,glutathione reductase (NADPH),b3500,53.80635624538064,AAC76525.1
CDS,3647704,3647788,84,-,membrane toxin DinQ,b4613,46.42857142857143,ABP93453.2
CDS,3648527,3648881,354,+,DNA-binding transcriptional repressor ArsR,b3501,50.847457627118644,AAC76526.1
CDS,3648934,3650224,1290,+,arsenite/antimonite:H(+) antiporter,b3502,53.95348837209303,AAC76527.2
CDS,3650236,3650662,426,+,arsenate reductase,b3503,51.87793427230047,AAC76528.1
CDS,3651290,3653713,2423,+,putative uncharacterized protein YhiS,b3504,33.90522875816993,NA
CDS,3652181,3653162,981,-,IS5 transposase and trans-activator,b3505,55.04587155963303,AAC76250.2
CDS,3653960,3654527,567,+,starvation lipoprotein,b3506,45.85537918871252,AAC76531.2
CDS,3654682,3655213,531,+,putative DNA-binding transcriptional regulator DctR,b3507,39.73634651600753,AAC76532.1
CDS,3655254,3655902,648,-,inner membrane protein YhiD,b3508,45.5246913580247,AAC76533.1
CDS,3655965,3656292,327,-,periplasmic acid stress chaperone HdeB,b3509,40.0611620795107,AAC76534.2
CDS,3656407,3656740,333,-,periplasmic acid stress chaperone HdeA,b3510,42.94294294294294,AAC76535.1
CDS,3656994,3657567,573,+,acid-resistance membrane protein,b3511,46.596858638743456,AAC76536.1
CDS,3658365,3658893,528,+,DNA-binding transcriptional activator GadE,b3512,32.95454545454545,AAC76537.1
CDS,3659231,3660389,1158,+,multidrug efflux pump membrane fusion protein MdtE,b3513,54.57685664939551,AAC76538.1
CDS,3660413,3663527,3114,+,multidrug efflux pump RND permease MdtF,b3514,53.01862556197816,AAC76539.1
CDS,3663889,3664618,729,-,DNA-binding transcriptional dual regulator GadW,b3515,41.838134430727024,AAC76540.1
CDS,3664985,3665810,825,-,DNA-binding transcriptional dual regulator GadX,b3516,40.96969696969697,AAC76541.1
CDS,3666179,3667580,1401,-,glutamate decarboxylase A,b3517,53.96145610278372,AAC76542.1
CDS,3667790,3669188,1398,-,cytochrome c peroxidase,b3518,48.42632331902718,AAC76543.1
CDS,3669591,3671241,1650,+,cytoplasmic trehalase,b3519,53.939393939393945,AAC76544.1
CDS,3671291,3671894,603,-,putative DNA-binding transcriptional regulator YhjB,b3520,47.76119402985074,AAC76545.1
CDS,3672413,3673313,900,+,putative DNA-binding transcriptional regulator YhjC,b3521,53.333333333333336,AAC76546.2
CDS,3673361,3674375,1014,+,putative transporter YhjD,b3522,52.662721893491124,AAC76547.1
CDS,3674785,3676108,1323,+,putative transporter YhjE,b3523,55.63114134542706,AAC76548.1
CDS,3676289,3678350,2061,-,AsmA family protein YhjG,b3524,53.226589034449304,AAC76549.2
CDS,3678419,3679187,768,-,cyclic di-GMP phosphodiesterase PdeH,b3525,52.734375,AAC76550.2
CDS,3679418,3680348,930,+,2-dehydro-3-deoxygluconokinase,b3526,57.096774193548384,AAC76551.2
CDS,3680443,3681940,1497,-,peptidase M16 family protein YhjJ,b3527,53.44021376085505,AAC76552.1
CDS,3682160,3683447,1287,-,C4 dicarboxylate/orotate:H(+) symporter,b3528,51.67055167055167,AAC76553.1
CDS,3683629,3685618,1989,-,c-di-GMP phosphodiesterase PdeK,b3529,52.53896430367019,AAC76554.4
CDS,3685699,3689173,3474,-,cellulose synthase outer membrane channel,b3530,57.109959700633276,AAT48188.4
CDS,3689154,3690261,1107,-,"endo-1,4-D-glucanase",b3531,54.74254742547425,AAC76556.1
CDS,3690267,3692607,2340,-,cellulose synthase periplasmic subunit,b3532,54.91452991452992,AAC76557.1
CDS,3692617,3695236,2619,-,cellulose synthase catalytic subunit,b3533,55.36464299350897,AAC76558.2
CDS,3695996,3696185,189,-,PF10945 family protein YhjR,b3535,46.03174603174603,AAC76560.1
CDS,3696457,3698029,1572,+,c-di-GMP-binding protein BcsE,b3536,48.854961832061065,AAC76561.1
CDS,3698025,3698217,192,+,putative cellulose biosynthesis protein BcsF,b3537,48.4375,AAC76562.2
CDS,3698213,3699893,1680,+,cellulose phosphoethanolamine transferase,b3538,52.67857142857143,AAC76563.1
CDS,3699979,3700087,108,-,small toxic polypeptide LdrD,b4453,52.77777777777778,AAT48189.1
CDS,3700562,3701834,1272,+,putative transporter YhjV,b3539,45.44025157232704,AAC76564.1
CDS,3701863,3702868,1005,-,dipeptide ABC transporter ATP binding subunit DppF,b3540,56.11940298507463,AAC76565.1
CDS,3702864,3703848,984,-,dipeptide ABC transporter ATP binding subunit DppD,b3541,56.70731707317073,AAC76566.1
CDS,3703858,3704761,903,-,dipeptide ABC transporter membrane subunit DppC,b3542,59.02547065337763,AAC76567.1
CDS,3704770,3705790,1020,-,dipeptide ABC transporter membrane subunit DppB,b3543,56.470588235294116,AAC76568.1
CDS,3706097,3707705,1608,-,dipeptide ABC transporter periplasmic binding protein,b3544,51.55472636815921,AAC76569.1
CDS,3708783,3710475,1692,-,phosphoethanolamine transferase EptB,b3546,50.413711583924346,AAC76570.2
CDS,3710798,3712007,1209,-,putative transporter YhjX,b3547,51.19933829611249,AAC76571.1
CDS,3712235,3712934,699,-,putative outer membrane protein YhjY,b3548,50.21459227467812,AAC76572.2
CDS,3713091,3713655,564,+,"3-methyl-adenine DNA glycosylase I, constitutive",b3549,49.822695035460995,AAC76573.1
CDS,3713651,3714092,441,+,peptidyl-lysine N-acetyltransferase YiaC,b3550,52.15419501133787,AAC76574.1
CDS,3714060,3716394,2334,-,biotin sulfoxide reductase,b3551,54.413024850042845,AAC76575.3
CDS,3716546,3717206,660,+,PF13488 family lipoprotein YiaD,b3552,57.878787878787875,AAT48190.1
CDS,3717309,3718284,975,+,glyoxylate reductase,b3553,52.0,AAC76577.2
CDS,3718333,3719044,711,-,DUF3053 domain-containing protein YiaF,b3554,50.492264416315045,AAC76578.2
CDS,3719477,3719768,291,+,putative DNA-binding transcriptional regulator YiaG,b3555,43.986254295532646,AAC76579.1
CDS,3720048,3720261,213,+,cold shock protein CspA,b3556,48.35680751173709,AAC76580.1
CDS,3720399,3720471,72,+,protein YsaE,b4793,47.22222222222222,QNV50546.1
CDS,3720447,3720600,153,-,small toxic polypeptide,b4455,35.294117647058826,AAT48191.1
CDS,3720679,3721201,522,+,insertion element IS150 protein InsA,b3557,46.16858237547893,AAC76581.1
CDS,3721197,3722049,852,+,IS150 conserved protein InsB,b3558,42.840375586854464,AAC76582.1
CDS,3722327,3724397,2070,-,glycine--tRNA ligase,b3559,55.410628019323674,AAC76583.1
CDS,3724406,3725318,912,-,glycine--tRNA ligase subunit alpha,b3560,56.14035087719298,AAC76584.1
CDS,3725412,3725712,300,-,putative lipoprotein YsaB,b4553,47.66666666666667,ABD18703.1
CDS,3725886,3726882,996,+,O-acetyltransferase WecH,b3561,46.787148594377506,AAC76585.1
CDS,3726923,3727361,438,-,PF05360 family inner membrane protein YiaA,b3562,41.0958904109589,AAC76586.2
CDS,3727406,3727748,342,-,PF05360 family inner membrane protein YiaB,b3563,41.52046783625731,AAC76587.2
CDS,3727916,3729371,1455,-,xylulokinase,b3564,54.7766323024055,AAC76588.1
CDS,3729442,3730765,1323,-,xylose isomerase,b3565,50.869236583522294,AAC76589.1
CDS,3731130,3732123,993,+,xylose ABC transporter periplasmic binding protein,b3566,44.008056394763344,AAC76590.1
CDS,3732200,3733742,1542,+,xylose ABC transporter ATP binding subunit,b3567,47.081712062256805,AAC76591.1
CDS,3733719,3734901,1182,+,xylose ABC transporter membrane subunit,b3568,53.8917089678511,AAC76592.1
CDS,3734978,3736157,1179,+,DNA-binding transcriptional dual regulator XylR,b3569,48.77014418999151,AAC76593.1
CDS,3736352,3737177,825,-,putative glycoside hydrolase Bax,b3570,48.24242424242424,AAT48192.1
CDS,3737176,3737203,27,-,putative translational regulatory protein BaxL,b4794,44.44444444444444,QNV50547.1
CDS,3737496,3739527,2031,+,alpha-amylase,b3571,52.83111767602166,AAC76595.1
CDS,3739704,3740958,1254,+,valine--pyruvate aminotransferase,b3572,52.15311004784689,AAT48193.1
CDS,3741108,3741582,474,-,putative electron transport protein YsaA,b3573,53.58649789029536,AAC76597.1
CDS,3741683,3742532,849,-,DNA-binding transcriptional repressor PlaR,b3574,52.179034157832746,AAC76598.1
CDS,3742732,3743731,999,+,"2,3-diketo-L-gulonate reductase",b3575,53.053053053053056,AAC76599.1
CDS,3743742,3744210,468,+,DUF386 domain-containing protein YiaL,b3576,45.2991452991453,AAC76600.1
CDS,3744327,3744801,474,+,"2,3-diketo-L-gulonate:Na(+) symporter - membrane subunit",b3577,44.09282700421941,AAC76601.1
CDS,3744803,3746081,1278,+,"2,3-diketo-L-gulonate:Na(+) symporter - membrane subunit",b3578,50.86071987480438,AAT48194.1
CDS,3746093,3747080,987,+,"2,3-diketo-L-gulonate:Na(+) symporter - periplasmic binding protein",b3579,51.16514690982776,AAC76603.1
CDS,3747083,3748580,1497,+,L-xylulose kinase,b3580,57.44822979291917,AAC76604.1
CDS,3748576,3749239,663,+,3-keto-L-gulonate-6-phosphate decarboxylase SgbH,b3581,59.42684766214178,AAC76605.1
CDS,3749231,3750092,861,+,putative L-xylulose 5-phosphate 3-epimerase,b3582,55.749128919860624,AAC76606.2
CDS,3750085,3750781,696,+,L-ribulose-5-phosphate 4-epimerase SgbE,b3583,57.327586206896555,AAC76607.1
CDS,3751127,3751868,741,-,outer membrane protein YiaT,b3584,48.717948717948715,AAC76608.1
CDS,3751991,3752966,975,+,DNA-binding transcriptional activator YiaU,b3585,47.69230769230769,AAC76609.1
CDS,3752962,3754099,1137,-,putative membrane fusion protein YiaV,b3586,50.65963060686016,AAC76610.1
CDS,3754104,3754428,324,-,DUF3302 domain-containing protein YiaW,b3587,46.60493827160494,AAC76611.1
CDS,3754972,3756511,1539,-,aldehyde dehydrogenase B,b3588,54.77582846003899,AAC76612.2
CDS,3756675,3757827,1152,-,L-threonine dehydrogenase,b3589,50.520833333333336,AAT48195.1
CDS,3758016,3759861,1845,-,selenocysteyl-tRNA-specific translation elongation factor,b3590,56.36856368563685,AAC76614.1
CDS,3759857,3761249,1392,-,selenocysteine synthase,b3591,56.03448275862068,AAC76615.1
CDS,3761346,3761955,609,-,glutathione transferase-like protein YibF,b3592,52.70935960591133,AAC76616.1
CDS,3762182,3766316,4134,+,rhs element protein RhsA,b3593,59.53072085147557,AAC76617.1
CDS,3766336,3767179,843,+,putative lyase containing HEAT-repeat,b3594,33.68920521945433,AAC76618.1
CDS,3768176,3768638,462,+,tetratricopeptide-like domain-containing protein YibG,b3596,32.25108225108225,AAC76620.1
CDS,3769344,3769680,336,+,PF15596 family protein YibV,b4615,36.30952380952381,AYC08249.1
CDS,3770242,3771379,1137,-,inner membrane protein YibH,b3597,52.68249780123131,AAC76621.1
CDS,3771381,3771744,363,-,DUF3302 domain-containing protein YibI,b3598,51.515151515151516,AAC76622.1
CDS,3772280,3774194,1914,+,mannitol-specific PTS enzyme IICBA component,b3599,53.866248693834905,AAC76623.1
CDS,3774423,3775572,1149,+,mannitol-1-phosphate 5-dehydrogenase,b3600,52.39338555265448,AAC76624.1
CDS,3775571,3776159,588,+,transcriptional repressor MtlR,b3601,51.02040816326531,AAC76625.1
CDS,3776170,3776380,210,-,protein YibT,b4554,49.047619047619044,ABD18704.1
CDS,3776664,3777027,363,+,DUF2810 domain-containing protein YibL,b3602,50.964187327823694,AAC76626.1
CDS,3777398,3779054,1656,+,lactate/glycolate:H(+) symporter LldP,b3603,55.132850241545896,AAC76627.1
CDS,3779053,3779830,777,+,DNA-binding transcriptional dual regulator LldR,b3604,54.054054054054056,AAC76628.1
CDS,3779826,3781017,1191,+,L-lactate dehydrogenase,b3605,55.66750629722922,AAC76629.1
CDS,3781214,3781688,474,+,tRNA (cytidine/uridine-2'-O)-ribose methyltransferase,b3606,55.06329113924051,AAC76630.1
CDS,3781740,3782562,822,-,serine acetyltransferase,b3607,53.52798053527981,AAC76631.1
CDS,3782641,3783661,1020,-,glycerol-3-phosphate dehydrogenase,b3608,56.76470588235294,AAC76632.1
CDS,3783660,3784128,468,-,protein export chaperone SecB,b3609,50.85470085470085,AAC76633.1
CDS,3784190,3784442,252,-,reduced glutaredoxin 3,b3610,52.38095238095239,AAC76634.1
CDS,3784583,3785015,432,-,putative sulfurtransferase YibN,b3611,49.53703703703704,AAC76635.1
CDS,3785259,3786804,1545,+,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",b3612,53.46278317152103,AAC76636.1
CDS,3786837,3788097,1260,+,murein hydrolase activator EnvC,b3613,57.06349206349206,AAC76637.2
CDS,3788100,3789060,960,+,divergent polysaccharide deacetylase domain-containing protein YibQ,b3614,52.708333333333336,AAC76638.2
CDS,3789046,3790081,1035,-,UDP-glucuronate:LPS(HepIII) glycosyltransferase,b3615,45.99033816425121,AAC76639.1
CDS,3790319,3791345,1026,-,threonine dehydrogenase,b3616,51.461988304093566,AAC76640.1
CDS,3791354,3792551,1197,-,2-amino-3-ketobutyrate CoA ligase,b3617,54.218880534670014,AAC76641.1
CDS,3792825,3793683,858,-,protein HtrL,b3618,37.06293706293706,AAC76642.2
CDS,3793986,3794919,933,+,ADP-L-glycero-D-mannoheptose 6-epimerase,b3619,50.91103965702036,AAC76643.1
CDS,3794928,3795975,1047,+,ADP-heptose--LPS heptosyltransferase 2,b3620,53.67717287488061,AAC76644.1
CDS,3795978,3796938,960,+,ADP-heptose:LPS heptosyltransferase 1,b3621,51.041666666666664,AAC76645.1
CDS,3796947,3798207,1260,+,O-antigen ligase,b3622,31.9047619047619,AAC76646.1
CDS,3797771,3798014,243,-,protein YibX,b4795,37.4485596707819,QNV50549.1
CDS,3797771,3797846,75,-,protein YibX-S,b4795,33.33333333333333,QNV50548.1
CDS,3798038,3798149,111,-,protein YibY,b4796,38.73873873873874,QNV50550.1
CDS,3798238,3799312,1074,-,putative ADP-heptose:LPS heptosyltransferase 4,b3623,31.00558659217877,AAC76647.1
CDS,3799344,3800196,852,-,lipopolysaccharide core biosynthesis protein WaaZ,b3624,32.51173708920187,AAC76648.1
CDS,3800266,3800965,699,-,lipopolysaccharide core heptose (II) kinase,b3625,35.336194563662374,AAC76649.1
CDS,3800982,3801999,1017,-,"UDP-glucose:(glucosyl)LPS alpha-1,2-glucosyltransferase",b3626,33.82497541789577,AAC76650.1
CDS,3802038,3803058,1020,-,"UDP-D-glucose:(glucosyl)LPS alpha-1,3-glucosyltransferase",b3627,36.17647058823529,AAC76651.1
CDS,3803057,3804137,1080,-,"UDP-D-galactose:(glucosyl)lipopolysaccharide-1, 6-D-galactosyltransferase",b3628,39.62962962962963,AAC76652.2
CDS,3804180,3805116,936,-,lipopolysaccharide core biosynthesis protein WaaS,b3629,26.816239316239315,AAC76653.1
CDS,3805152,3805950,798,-,lipopolysaccharide core heptose (I) kinase,b3630,43.35839598997494,AAC76654.1
CDS,3805942,3807067,1125,-,lipopolysaccharide glucosyltransferase I,b3631,44.800000000000004,AAC76655.1
CDS,3807063,3808098,1035,-,lipopolysaccharide core heptosyltransferase 3,b3632,44.63768115942029,AAC76656.1
CDS,3808539,3809817,1278,+,KDO transferase,b3633,53.912363067292645,AAC76657.1
CDS,3809824,3810304,480,+,pantetheine-phosphate adenylyltransferase,b3634,52.708333333333336,AAC76658.1
CDS,3810342,3811152,810,-,DNA-formamidopyrimidine glycosylase,b3635,53.827160493827165,AAC76659.1
CDS,3811249,3811417,168,-,50S ribosomal subunit protein L33,b3636,40.476190476190474,AAC76660.1
CDS,3811437,3811674,237,-,50S ribosomal subunit protein L28,b3637,53.16455696202531,AAC76661.1
CDS,3811890,3812559,669,-,RadC-like JAB domain-containing protein YicR,b3638,47.98206278026906,AAC76662.2
CDS,3812730,3813951,1221,+,fused 4'-phosphopantothenoylcysteine decarboxylase and phosphopantothenoylcysteine synthetase,b3639,53.64455364455365,AAC76663.2
CDS,3813928,3814387,459,+,dUTP diphosphatase,b3640,54.46623093681917,AAC76664.2
CDS,3814493,3815090,597,+,nucleoid occlusion factor SlmA,b3641,53.09882747068677,AAC76665.2
CDS,3815126,3815768,642,-,orotate phosphoribosyltransferase,b3642,53.11526479750779,AAC76666.1
CDS,3815862,3816549,687,-,truncated RNase PH,b3643,56.186317321688506,AYC08250.1
CDS,3816675,3817539,864,+,putative RNase adaptor protein YicC,b3644,53.81944444444444,AAC76668.1
CDS,3817759,3818584,825,+,DNA damage-inducible protein D,b3645,45.81818181818182,AAC76669.2
CDS,3818873,3819491,618,+,PF03458 family inner membrane protein YicG,b3646,53.398058252427184,AAC76670.2
CDS,3819487,3821170,1683,-,DNA ligase B,b3647,52.584670231729056,AAC76671.2
CDS,3821427,3822051,624,+,guanylate kinase,b3648,49.03846153846153,AAC76672.1
CDS,3822105,3822381,276,+,RNA polymerase subunit omega,b3649,53.2608695652174,AAC76673.1
CDS,3822399,3824508,2109,+,bifunctional (p)ppGpp synthase/hydrolase SpoT,b3650,53.72214319582741,AAC76674.1
CDS,3824514,3825204,690,+,tRNA (Gm18) 2'-O-methyltransferase,b3651,55.362318840579704,AAC76675.1
CDS,3825209,3827291,2082,+,ATP-dependent DNA helicase RecG,b3652,57.20461095100865,AAC76676.1
CDS,3827459,3828665,1206,-,glutamate:sodium symporter,b3653,53.64842454394692,AAC76677.1
CDS,3828944,3830336,1392,+,xanthine:H(+) symporter XanP,b3654,54.88505747126437,AAC76678.1
CDS,3830456,3832166,1710,+,AsmA family protein YicH,b3655,54.21052631578947,AAC76679.1
CDS,3832218,3834537,2319,-,alpha-D-xyloside xylohydrolase,b3656,52.048296679603276,AAC76680.1
CDS,3834546,3835929,1383,-,putative xyloside transporter YicJ,b3657,49.38539407086045,AAC76681.2
CDS,3836952,3838137,1185,+,putative exporter SetC,b3659,46.07594936708861,AAC76682.1
CDS,3838247,3839171,924,+,putative transporter YicL,b3660,48.701298701298704,AAC76683.1
CDS,3838641,3838701,60,-,protein YicU,b4797,45.0,QNV50551.1
CDS,3839174,3839993,819,-,lipoprotein-28,b3661,47.37484737484737,AAC76684.1
CDS,3840214,3840508,294,+,uncharacterized protein YicS,b4555,42.857142857142854,ABD18705.1
CDS,3840548,3841739,1191,-,purine ribonucleoside exporter,b3662,52.98068849706129,AAC76685.2
CDS,3841949,3842402,453,-,DUF1198 domain-containing protein YicN,b3663,52.75938189845475,AAC76686.2
CDS,3842454,3843789,1335,-,adenine transporter,b3664,48.31460674157304,AAC76687.2
CDS,3843963,3845730,1767,+,adenine deaminase,b3665,54.612337294850036,AAC76688.1
CDS,3845775,3847167,1392,-,hexose-6-phosphate:phosphate antiporter,b3666,52.87356321839081,AAC76689.1
CDS,3847304,3848624,1320,-,inner membrane protein sensing glucose-6-phosphate,b3667,55.00000000000001,AAC76690.2
CDS,3848633,3850136,1503,-,sensor histidine kinase UhpB,b3668,57.08582834331337,AAC76691.2
CDS,3850135,3850726,591,-,DNA-binding transcriptional activator UhpA,b3669,58.88324873096447,AAC76692.1
CDS,3850801,3851092,291,-,acetohydroxy acid synthase I subunit IlvN,b3670,48.45360824742268,AAC76693.1
CDS,3851095,3852784,1689,-,acetohydroxy acid synthase I subunit IlvB,b3671,56.305506216696266,AAC76694.1
CDS,3852889,3852988,99,-,ilvBN operon leader peptide,b3672,58.58585858585859,AAC76695.1
CDS,3853552,3853642,90,+,membrane-depolarizing toxin TisB,b4618,42.22222222222222,ABP93456.1
CDS,3853765,3853840,75,-,protein YsdE,b4798,40.0,QNV50552.1
CDS,3853921,3855106,1185,+,multidrug efflux pump EmrD,b3673,57.13080168776371,AAC76696.2
CDS,3855113,3855611,498,-,uncharacterized protein YidF,b3674,53.6144578313253,AAC76697.1
CDS,3855607,3855970,363,-,inner membrane protein YidG,b3675,50.413223140495866,AAC76698.1
CDS,3855959,3856307,348,-,DUF202 domain-containing inner membrane protein YidH,b3676,52.01149425287356,AAC76699.1
CDS,3856414,3856864,450,+,putative inner membrane protein YidI,b3677,48.0,AAC76700.1
CDS,3856910,3858404,1494,-,putative sulfatase/phosphatase YidJ,b3678,52.00803212851406,AAC76701.1
CDS,3858400,3860116,1716,-,putative transporter YidK,b3679,53.4965034965035,AAC76702.1
CDS,3860282,3861176,894,+,putative DNA-binding transcriptional regulator YidL,b3680,43.51230425055929,AAC76703.2
CDS,3861986,3862472,486,-,putative PTS enzyme II component GlvB,b3682,50.617283950617285,AYC08252.1
CDS,3862496,3863603,1107,-,putative PTS enzyme II component GlvC,b3683,52.84552845528455,AYC08253.1
CDS,3863898,3864615,717,+,putative DNA-binding transcriptional regulator YidP,b3684,51.324965132496516,AAC76707.1
CDS,3864611,3866273,1662,-,putative transport protein YidE,b3685,52.888086642599276,AAC76708.2
